country,attained_grade,age_group,adminregion,year,adminregionname,category,literacy_rate
Angola,8,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.38641899824142456
Angola,8,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.32530084252357483
Burkina Faso,8,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.15942618250846863
Burkina Faso,8,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.15789318084716797
Burkina Faso,8,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.10447443276643753
Burkina Faso,8,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.06444018334150314
Azerbaijan,8,15to19,ECA,2006,Europe and Central Asia (excluding high income),All,0.9391030073165894
Azerbaijan,8,20to29,ECA,2006,Europe and Central Asia (excluding high income),All,0.9534621238708496
Azerbaijan,8,30to39,ECA,2006,Europe and Central Asia (excluding high income),All,0.9781026840209961
Azerbaijan,8,40to49,ECA,2006,Europe and Central Asia (excluding high income),All,0.976250946521759
Bulgaria,8,15to19,ECA,2001,Europe and Central Asia (excluding high income),All,0.7282072305679321
Bulgaria,8,20to29,ECA,2001,Europe and Central Asia (excluding high income),All,0.8388997912406921
Bulgaria,8,30to39,ECA,2001,Europe and Central Asia (excluding high income),All,0.9004586935043335
Bulgaria,8,40to49,ECA,2001,Europe and Central Asia (excluding high income),All,0.8836989998817444
Bangladesh,9,15to19,SAS,2019,South Asia (excluding high income),All,0.48837435245513916
Bangladesh,9,20to29,SAS,2019,South Asia (excluding high income),All,0.46324339509010315
Bangladesh,9,30to39,SAS,2019,South Asia (excluding high income),All,0.3077440559864044
Bangladesh,9,40to49,SAS,2019,South Asia (excluding high income),All,0.22249285876750946
Benin,9,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),All,0.24610336124897003
Benin,9,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),All,0.2753151059150696
Benin,9,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),All,0.1580614149570465
Benin,9,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),All,0.08726097643375397
Albania,9,15to19,ECA,2017,Europe and Central Asia (excluding high income),All,0.9181554317474365
Albania,9,20to29,ECA,2017,Europe and Central Asia (excluding high income),All,0.7854344844818115
Albania,9,30to39,ECA,2017,Europe and Central Asia (excluding high income),All,0.5107972025871277
Albania,9,40to49,ECA,2017,Europe and Central Asia (excluding high income),All,0.5503525137901306
Burundi,9,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),All,0.1264234185218811
Burundi,9,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),All,0.26581838726997375
Burundi,9,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),All,0.11067945510149002
Burundi,9,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),All,0.07655835896730423
Afghanistan,9,15to19,SAS,2015,South Asia (excluding high income),All,0.29059940576553345
Afghanistan,9,20to29,SAS,2015,South Asia (excluding high income),All,0.28149867057800293
Afghanistan,9,30to39,SAS,2015,South Asia (excluding high income),All,0.14009621739387512
Afghanistan,9,40to49,SAS,2015,South Asia (excluding high income),All,0.10752076655626297
Armenia,9,15to19,ECA,2015,Europe and Central Asia (excluding high income),All,0.9146467447280884
Armenia,9,20to29,ECA,2015,Europe and Central Asia (excluding high income),All,0.9360723495483398
Armenia,9,30to39,ECA,2015,Europe and Central Asia (excluding high income),All,0.9174141883850098
Armenia,9,40to49,ECA,2015,Europe and Central Asia (excluding high income),All,0.9363036751747131
Angola,9,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.23728621006011963
Angola,9,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.4187343120574951
Angola,9,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.3208620548248291
Angola,9,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),All,0.2532086670398712
Burkina Faso,9,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.0967077761888504
Burkina Faso,9,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.1367177665233612
Burkina Faso,9,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.09351783245801926
Burkina Faso,9,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),All,0.06027959659695625
Azerbaijan,9,15to19,ECA,2006,Europe and Central Asia (excluding high income),All,0.861875057220459
Azerbaijan,9,20to29,ECA,2006,Europe and Central Asia (excluding high income),All,0.8874586820602417
Azerbaijan,9,30to39,ECA,2006,Europe and Central Asia (excluding high income),All,0.8858426213264465
Azerbaijan,9,40to49,ECA,2006,Europe and Central Asia (excluding high income),All,0.8906509876251221
Bulgaria,9,15to19,ECA,2001,Europe and Central Asia (excluding high income),All,0.46258223056793213
Bulgaria,9,20to29,ECA,2001,Europe and Central Asia (excluding high income),All,0.644204318523407
Bulgaria,9,30to39,ECA,2001,Europe and Central Asia (excluding high income),All,0.725688099861145
Bulgaria,9,40to49,ECA,2001,Europe and Central Asia (excluding high income),All,0.7150271534919739
Bangladesh,1,15to19,SAS,2019,South Asia (excluding high income),Urban,0.9634299874305725
Bangladesh,1,20to29,SAS,2019,South Asia (excluding high income),Urban,0.9368703365325928
Bangladesh,1,30to39,SAS,2019,South Asia (excluding high income),Urban,0.8599485754966736
Bangladesh,1,40to49,SAS,2019,South Asia (excluding high income),Urban,0.7357584834098816
Benin,1,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.8456511497497559
Benin,1,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.7093639373779297
Benin,1,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5563713312149048
Benin,1,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5176017880439758
Albania,1,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9896186590194702
Albania,1,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9837855696678162
Albania,1,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9781208038330078
Albania,1,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.990549623966217
Burundi,1,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.9557380080223083
Burundi,1,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.9111368656158447
Burundi,1,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.8567048907279968
Burundi,1,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.7893491983413696
Afghanistan,1,15to19,SAS,2015,South Asia (excluding high income),Urban,0.8333319425582886
Afghanistan,1,20to29,SAS,2015,South Asia (excluding high income),Urban,0.6468867063522339
Afghanistan,1,30to39,SAS,2015,South Asia (excluding high income),Urban,0.4539596736431122
Afghanistan,1,40to49,SAS,2015,South Asia (excluding high income),Urban,0.4273279309272766
Armenia,1,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9978083968162537
Armenia,1,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9988278746604919
Armenia,1,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9986125826835632
Armenia,1,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,1,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9653319120407104
Angola,1,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9259558916091919
Angola,1,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.8873218297958374
Angola,1,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.8826242089271545
Burkina Faso,1,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.7655370831489563
Burkina Faso,1,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.7096009850502014
Burkina Faso,1,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.6025629043579102
Burkina Faso,1,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.46134185791015625
Azerbaijan,1,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9931985139846802
Azerbaijan,1,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9949314594268799
Azerbaijan,1,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.994739830493927
Azerbaijan,1,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9964733123779297
Bulgaria,1,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9676237106323242
Bulgaria,1,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9921801686286926
Bulgaria,1,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9907341599464417
Bulgaria,1,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9916998744010925
Bangladesh,2,15to19,SAS,2019,South Asia (excluding high income),Urban,0.9543254971504211
Bangladesh,2,20to29,SAS,2019,South Asia (excluding high income),Urban,0.9246218800544739
Bangladesh,2,30to39,SAS,2019,South Asia (excluding high income),Urban,0.8415930271148682
Bangladesh,2,40to49,SAS,2019,South Asia (excluding high income),Urban,0.7141849398612976
Benin,2,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.8386597633361816
Benin,2,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.7005030512809753
Benin,2,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5413057804107666
Benin,2,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5039709806442261
Albania,2,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.987610936164856
Albania,2,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9830560088157654
Albania,2,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9760451316833496
Albania,2,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9896575212478638
Burundi,2,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.9451091885566711
Burundi,2,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.905616819858551
Burundi,2,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.8500860333442688
Burundi,2,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.7865639925003052
Afghanistan,2,15to19,SAS,2015,South Asia (excluding high income),Urban,0.8322907090187073
Afghanistan,2,20to29,SAS,2015,South Asia (excluding high income),Urban,0.6427141427993774
Afghanistan,2,30to39,SAS,2015,South Asia (excluding high income),Urban,0.4514390826225281
Afghanistan,2,40to49,SAS,2015,South Asia (excluding high income),Urban,0.4240051507949829
Armenia,2,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9978083968162537
Armenia,2,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9988278746604919
Armenia,2,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9986125826835632
Armenia,2,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,2,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9611107110977173
Angola,2,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9201850295066833
Angola,2,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.8786104917526245
Angola,2,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.8698219656944275
Burkina Faso,2,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.752352774143219
Burkina Faso,2,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.7023979425430298
Burkina Faso,2,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.5932461023330688
Burkina Faso,2,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.4500330984592438
Azerbaijan,2,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9931985139846802
Azerbaijan,2,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9949314594268799
Azerbaijan,2,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.994739830493927
Azerbaijan,2,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9964733123779297
Bulgaria,2,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9627367258071899
Bulgaria,2,20to29,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9859243035316467
Bulgaria,2,30to39,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9907341599464417
Bulgaria,2,40to49,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9910358786582947
Bangladesh,3,15to19,SAS,2019,South Asia (excluding high income),Urban,0.9305844306945801
Bangladesh,3,20to29,SAS,2019,South Asia (excluding high income),Urban,0.896250307559967
Bangladesh,3,30to39,SAS,2019,South Asia (excluding high income),Urban,0.8127824068069458
Bangladesh,3,40to49,SAS,2019,South Asia (excluding high income),Urban,0.6848247647285461
Benin,3,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.8138938546180725
Benin,3,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.6724228858947754
Benin,3,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.5019640326499939
Benin,3,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Urban,0.448835551738739
Albania,3,15to19,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9820047616958618
Albania,3,20to29,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9792556166648865
Albania,3,30to39,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9736726880073547
Albania,3,40to49,ECA,2017,Europe and Central Asia (excluding high income),Urban,0.9894193410873413
Burundi,3,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.9255358576774597
Burundi,3,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.8819083571434021
Burundi,3,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.8253452777862549
Burundi,3,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Urban,0.7732073664665222
Afghanistan,3,15to19,SAS,2015,South Asia (excluding high income),Urban,0.8146660327911377
Afghanistan,3,20to29,SAS,2015,South Asia (excluding high income),Urban,0.6300111413002014
Afghanistan,3,30to39,SAS,2015,South Asia (excluding high income),Urban,0.4384402930736542
Afghanistan,3,40to49,SAS,2015,South Asia (excluding high income),Urban,0.4106624126434326
Armenia,3,15to19,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9978083968162537
Armenia,3,20to29,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9988278746604919
Armenia,3,30to39,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9985049366950989
Armenia,3,40to49,ECA,2015,Europe and Central Asia (excluding high income),Urban,0.9983403086662292
Angola,3,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9505661725997925
Angola,3,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.9048409461975098
Angola,3,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.8539682030677795
Angola,3,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Urban,0.837188720703125
Burkina Faso,3,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.7354735732078552
Burkina Faso,3,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.6778392195701599
Burkina Faso,3,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.5678472518920898
Burkina Faso,3,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Urban,0.43007853627204895
Azerbaijan,3,15to19,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9892605543136597
Azerbaijan,3,20to29,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.99369215965271
Azerbaijan,3,30to39,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.993995189666748
Azerbaijan,3,40to49,ECA,2006,Europe and Central Asia (excluding high income),Urban,0.9955337047576904
Bulgaria,3,15to19,ECA,2001,Europe and Central Asia (excluding high income),Urban,0.9462431073188782
